0	225	1332	
1	379	1473	
2	525	1625	
3	636	1779	
4	747	1922	
5	839	2067	
6	945	2207	
7	1065	2353	
8	1206	2492	
9	1354	2611	
10	1491	2713	
11	1564	2772	
12	1655	2834	
13	1780	2912	
14	1964	2999	
15	2142	3085	
16	2273	3149	
17	2404	3229	
18	2519	3303	
19	2606	3375	
20	2657	3430	
21	2697	3478	
22	2726	3535	
23	2746	3580	
24	2767	3624	
25	2795	3676	
26	2824	3726	
27	2842	3767	
28	2850	3804	
29	2840	3825	
30	2760	3808	
31	2612	3754	
32	2419	3672	
33	2209	3566	
34	2088	3492	
35	1968	3410	
36	1824	3318	
37	1688	3219	
38	1545	3122	
39	1384	3023	
40	1177	3015	
41	985	3009	
42	796	3026	
43	618	3058	
44	480	3116	
45	301	3139	
46	87	3114	
47	0	3032	
48	0	2924	
49	0	2776	
50	0	2647	
51	0	2500	
52	0	2344	
53	0	2197	
54	0	2052	
55	0	1908	
56	0	1767	
57	0	1620	
58	0	1480	
59	0	1355	
60	0	1230	
61	0	1129	
62	0	1023	
63	0	886	
64	0	723	
65	0	563	
66	0	527	
67	0	513	
68	0	501	
69	0	494	
70	0	501	
71	0	506	
72	0	513	
73	0	513	
74	0	509	
75	0	500	
76	0	480	
77	0	464	
78	0	449	
79	0	451	
80	0	482	
81	0	483	
82	0	457	
83	0	451	
84	0	428	
85	0	473	
86	0	512	
87	0	548	
88	0	588	
89	0	624	
90	0	663	
91	0	705	
92	0	742	
93	0	779	
94	0	810	
95	0	883	
96	0	929	
97	0	1008	
98	0	1121	
99	51	1259	
100	224	1388	
101	376	1528	
102	521	1680	
103	635	1824	
104	743	1965	
105	837	2104	
106	948	2242	
107	1069	2374	
108	1210	2505	
109	1362	2624	
110	1496	2720	
111	1567	2774	
112	1664	2838	
113	1794	2918	
114	1978	3008	
115	2145	3106	
116	2283	3190	
117	2407	3287	
118	2523	3384	
119	2608	3486	
120	2648	3541	
121	2685	3607	
122	2712	3672	
123	2729	3732	
124	2751	3782	
125	2776	3842	
126	2804	3897	
127	2825	3940	
128	2834	3986	
129	2812	4006	
130	2721	3986	
131	2580	3936	
132	2380	3840	
133	2188	3744	
134	2067	3655	
135	1940	3570	
136	1799	3466	
137	1668	3359	
138	1535	3252	
139	1368	3130	
140	1187	3008	
141	988	2980	
142	798	2994	
143	622	3027	
144	484	3072	
145	304	3088	
146	86	3064	
147	0	2975	
148	0	2867	
149	0	2726	
150	0	2594	
151	0	2455	
152	0	2297	
153	0	2156	
154	0	2012	
155	0	1878	
156	0	1737	
157	0	1594	
158	0	1464	
159	0	1336	
160	0	1201	
161	0	1097	
162	0	976	
163	0	830	
164	0	659	
165	0	515	
166	0	514	
167	0	500	
168	0	480	
169	0	468	
170	0	470	
171	0	476	
172	0	480	
173	0	484	
174	0	484	
175	0	478	
176	0	467	
177	0	457	
178	0	444	
179	0	448	
180	0	480	
181	0	543	
182	0	537	
183	0	516	
184	0	476	
185	0	452	
186	0	469	
187	0	511	
188	0	552	
189	0	592	
190	0	624	
191	0	657	
192	0	696	
193	0	731	
194	0	755	
195	0	827	
196	0	930	
197	0	1002	
198	0	1116	
199	57	1267	
200	230	1382	
201	384	1527	
202	529	1677	
203	642	1823	
204	748	1969	
205	843	2099	
206	951	2244	
207	1074	2381	
208	1219	2512	
209	1368	2631	
210	1496	2721	
211	1569	2780	
212	1667	2844	
213	1796	2920	
214	1984	3011	
215	2148	3104	
216	2288	3200	
217	2404	3290	
218	2522	3386	
219	2606	3471	
220	2652	3540	
221	2687	3607	
222	2716	3676	
223	2732	3734	
224	2756	3788	
225	2783	3840	
226	2807	3897	
227	2823	3937	
228	2830	3986	
229	2817	4001	
230	2720	3983	
231	2572	3923	
232	2364	3830	
233	2175	3728	
234	2065	3646	
235	1938	3558	
236	1796	3449	
237	1660	3352	
238	1520	3244	
239	1355	3113	
240	1172	2986	
241	976	2976	
242	793	2992	
243	622	3023	
244	481	3065	
245	291	3083	
246	72	3047	
247	0	2964	
248	0	2848	
249	0	2712	
250	0	2585	
251	0	2448	
252	0	2292	
253	0	2145	
254	0	2003	
255	0	1865	
256	0	1724	
257	0	1585	
258	0	1454	
259	0	1328	
260	0	1201	
261	0	1094	
262	0	971	
263	0	821	
264	0	649	
265	0	481	
266	0	459	
267	0	446	
268	0	430	
269	0	426	
270	0	430	
271	0	440	
272	0	448	
273	0	455	
274	0	464	
275	0	461	
276	0	460	
277	0	449	
278	0	446	
279	0	447	
280	0	485	
281	0	517	
282	0	499	
283	0	484	
284	0	447	
285	0	427	
286	0	429	
287	0	479	
288	0	531	
289	0	556	
290	0	599	
291	0	642	
292	0	684	
293	0	728	
294	0	760	
295	0	837	
296	0	956	
297	0	1027	
298	0	1142	
299	64	1283	
300	237	1412	
301	390	1555	
302	532	1702	
303	644	1847	
304	748	1982	
305	843	2119	
306	953	2257	
307	1078	2393	
308	1224	2521	
309	1376	2639	
310	1502	2724	
311	1572	2777	
312	1670	2841	
313	1804	2924	
314	1992	3026	
315	2158	3128	
316	2291	3223	
317	2416	3328	
318	2524	3423	
319	2601	3516	
320	2647	3590	
321	2684	3656	
322	2707	3723	
323	2729	3792	
324	2750	3847	
325	2771	3908	
326	2794	3962	
327	2822	4007	
328	2827	4046	
329	2806	4068	
330	2707	4042	
331	2559	3980	
332	2350	3882	
333	2166	3791	
334	2052	3703	
335	1927	3603	
336	1788	3500	
337	1651	3392	
338	1516	3282	
339	1346	3144	
340	1164	3012	
341	973	2962	
342	783	2988	
343	613	3008	
344	476	3052	
345	287	3065	
346	66	3027	
347	0	2936	
348	0	2827	
349	0	2684	
350	0	2560	
351	0	2412	
352	0	2261	
353	0	2123	
354	0	1980	
355	0	1849	
356	0	1711	
357	0	1568	
358	0	1444	
359	0	1306	
360	0	1172	
361	0	1062	
362	0	931	
363	0	780	
364	0	607	
365	0	443	
366	0	423	
367	0	406	
368	0	396	
369	0	396	
370	0	398	
371	0	404	
372	0	419	
373	0	433	
374	0	436	
375	0	438	
376	0	440	
377	0	439	
378	0	442	
379	0	448	
380	0	484	
381	0	497	
382	0	479	
383	0	465	
384	0	428	
385	0	409	
386	0	403	
387	0	423	
388	0	488	
389	0	534	
390	0	577	
391	0	620	
392	0	672	
393	0	718	
394	0	759	
395	0	838	
396	0	967	
397	0	1043	
398	0	1162	
399	73	1299	
400	244	1425	
401	396	1568	
402	535	1716	
403	651	1863	
404	752	1996	
405	847	2133	
406	959	2268	
407	1087	2404	
408	1232	2533	
409	1381	2641	
410	1511	2734	
411	1578	2783	
412	1672	2852	
413	1820	2931	
414	2001	3037	
415	2163	3138	
416	2292	3245	
417	2418	3348	
418	2528	3449	
419	2601	3538	
420	2645	3621	
421	2678	3697	
422	2705	3760	
423	2727	3828	
424	2748	3889	
425	2772	3944	
426	2792	4004	
427	2814	4051	
428	2817	4071	
429	2801	4066	
430	2700	4068	
431	2539	4016	
432	2332	3913	
433	2151	3811	
434	2040	3728	
435	1917	3630	
436	1776	3524	
437	1641	3412	
438	1509	3296	
439	1338	3164	
440	1153	3020	
441	968	2945	
442	775	2977	
443	612	2992	
444	471	3036	
445	279	3048	
446	62	3014	
447	0	2923	
448	0	2806	
449	0	2668	
450	0	2538	
451	0	2399	
452	0	2243	
453	0	2108	
454	0	1961	
455	0	1832	
456	0	1694	
457	0	1560	
458	0	1436	
459	0	1286	
460	0	1155	
461	0	1039	
462	0	900	
463	0	750	
464	0	573	
465	0	403	
466	0	372	
467	0	359	
468	0	347	
469	0	350	
470	0	352	
471	0	371	
472	0	391	
473	0	405	
474	0	414	
475	0	417	
476	0	420	
477	0	425	
478	0	432	
479	0	443	
480	0	483	
481	0	439	
482	0	419	
483	0	406	
484	0	380	
485	0	372	
486	0	374	
487	0	384	
488	0	412	
489	0	460	
490	0	519	
491	0	575	
492	0	638	
493	0	695	
494	0	745	
495	0	865	
496	0	988	
497	0	1070	
498	0	1191	
499	76	1328	
500	241	1449	
501	396	1591	
502	536	1740	
503	661	1904	
504	761	2027	
505	852	2151	
506	964	2288	
507	1092	2415	
508	1236	2542	
509	1389	2654	
510	1513	2740	
511	1582	2791	
512	1689	2866	
513	1828	2953	
514	2012	3064	
515	2172	3179	
516	2294	3284	
517	2427	3408	
518	2522	3505	
519	2600	3604	
520	2643	3686	
521	2676	3777	
522	2700	3846	
523	2715	3903	
524	2740	3972	
525	2767	4030	
526	2795	4069	
527	2807	4068	
528	2812	4064	
529	2785	4066	
530	2685	4070	
531	2532	4070	
532	2319	3983	
533	2144	3883	
534	2029	3785	
535	1903	3683	
536	1764	3570	
537	1631	3454	
538	1496	3335	
539	1331	3194	
540	1151	3040	
541	971	2920	
542	760	2959	
543	607	2974	
544	465	3010	
545	275	3016	
546	56	2974	
547	0	2880	
548	0	2770	
549	0	2616	
550	0	2496	
551	0	2326	
552	0	2180	
553	0	2048	
554	0	1913	
555	0	1792	
556	0	1656	
557	0	1510	
558	0	1358	
559	0	1212	
560	0	1088	
561	0	968	
562	0	827	
563	0	665	
564	0	492	
565	0	337	
566	0	352	
567	0	342	
568	0	332	
569	0	332	
570	0	345	
571	0	316	
572	0	168	
573	0	44	
574	0	41	
575	0	91	
576	0	121	
577	0	155	
578	0	79	
579	0	30	
580	0	29	
581	0	161	
582	0	322	
583	0	334	
584	0	338	
585	0	362	
586	0	419	
587	0	479	
588	0	546	
589	0	632	
590	0	733	
591	0	837	
592	0	953	
593	0	1061	
594	0	1132	
595	0	1152	
596	0	1232	
597	0	1348	
598	0	1479	
599	67	1633	
600	224	1752	
601	374	1889	
602	513	2017	
603	641	2145	
604	740	2241	
605	851	2340	
606	971	2430	
607	1102	2527	
608	1241	2627	
609	1390	2713	
610	1512	2769	
611	1580	2814	
612	1696	2868	
613	1833	2931	
614	2021	3017	
615	2187	3084	
616	2315	3132	
617	2455	3192	
618	2575	3252	
619	2639	3264	
620	2681	3279	
621	2715	3296	
622	2748	3312	
623	2778	3324	
624	2803	3338	
625	2829	3346	
626	2864	3364	
627	2886	3376	
628	2892	3379	
629	2868	3376	
630	2769	3326	
631	2609	3259	
632	2392	3172	
633	2205	3110	
634	2089	3067	
635	1941	3025	
636	1792	2980	
637	1476	2887	
638	1400	2871	
639	1324	2846	
640	1130	2785	
641	945	2725	
642	761	2668	
643	600	2621	
644	462	2574	
645	266	2500	
646	51	2393	
647	0	2263	
648	0	2138	
649	0	2004	
650	0	1928	
651	0	1844	
652	0	1767	
653	0	1691	
654	0	1630	
655	0	1574	
656	0	1509	
657	0	1434	
658	0	1355	
659	0	1272	
660	0	1214	
661	0	1173	
662	0	1122	
663	0	1056	
664	0	972	
665	0	908	
666	0	853	
667	0	797	
668	0	754	
669	0	721	
670	0	708	
671	0	689	
672	0	673	
673	0	660	
674	0	648	
675	0	635	
676	0	618	
677	0	607	
678	0	607	
679	0	615	
680	0	665	
681	0	731	
682	0	814	
683	0	875	
684	0	915	
685	0	961	
686	0	1004	
687	0	1048	
688	0	1090	
689	0	1143	
690	0	1202	
691	0	1257	
692	0	1318	
693	0	1362	
694	0	1414	
695	0	1490	
696	0	1603	
697	0	1729	
698	0	1852	
699	63	1983	
700	223	2054	
701	373	2139	
702	527	2220	
703	652	2288	
704	765	2355	
705	871	2416	
706	984	2481	
707	1113	2553	
708	1257	2628	
709	1406	2713	
710	1526	2770	
711	1593	2814	
712	1708	2867	
713	1852	2935	
714	2036	3015	
715	2200	3076	
716	2323	3138	
717	2459	3188	
718	2568	3234	
719	2646	3264	
720	2695	3286	
721	2725	3298	
722	2754	3313	
723	2784	3331	
724	2814	3344	
725	2839	3352	
726	2866	3367	
727	2888	3377	
728	2895	3376	
729	2866	3368	
730	2754	3324	
731	2597	3252	
732	2375	3168	
733	2205	3108	
734	2087	3068	
735	1944	3027	
736	1797	2979	
737	1656	2939	
738	1511	2897	
739	1323	2836	
740	1129	2782	
741	944	2720	
742	764	2662	
743	609	2616	
744	472	2572	
745	274	2492	
746	53	2384	
747	0	2256	
748	0	2127	
749	0	2004	
750	0	1924	
751	0	1836	
752	0	1754	
753	0	1688	
754	0	1631	
755	0	1568	
756	0	1502	
757	0	1426	
758	0	1347	
759	0	1272	
760	0	1212	
761	0	1174	
762	0	1119	
763	0	1050	
764	0	967	
765	0	905	
766	0	851	
767	0	790	
768	0	752	
769	0	721	
770	0	703	
771	0	686	
772	0	671	
773	0	657	
774	0	651	
775	0	635	
776	0	618	
777	0	609	
778	0	608	
779	0	620	
780	0	668	
781	0	732	
782	0	820	
783	0	879	
784	0	924	
785	0	963	
786	0	1008	
787	0	1048	
788	0	1087	
789	0	1143	
790	0	1206	
791	0	1266	
792	0	1324	
793	0	1368	
794	0	1412	
795	0	1491	
796	0	1604	
797	0	1736	
798	0	1859	
799	84	1982	
800	248	2063	
801	405	2150	
802	543	2227	
803	666	2296	
804	766	2356	
805	874	2413	
806	988	2480	
807	1121	2559	
808	1274	2637	
809	1425	2714	
810	1536	2778	
811	1601	2817	
812	1713	2873	
813	1854	2940	
814	2040	3019	
815	2204	3087	
816	2333	3138	
817	2468	3193	
818	2579	3237	
819	2644	3268	
820	2700	3285	
821	2730	3300	
822	2764	3313	
823	2782	3332	
824	2811	3339	
825	2838	3355	
826	2868	3368	
827	2888	3375	
828	2911	3384	
829	2859	3362	
830	2750	3317	
831	2576	3251	
832	2369	3161	
833	2198	3106	
834	2086	3066	
835	1934	3017	
836	1796	2977	
837	1639	2935	
838	1502	2892	
839	1314	2835	
840	1121	2779	
841	935	2718	
842	756	2665	
843	605	2611	
844	464	2571	
845	264	2489	
846	44	2379	
847	0	2247	
848	0	2119	
849	0	1997	
850	0	1917	
851	0	1833	
852	0	1754	
853	0	1684	
854	0	1628	
855	0	1563	
856	0	1500	
857	0	1423	
858	0	1347	
859	0	1266	
860	0	1212	
861	0	1169	
862	0	1108	
863	0	1044	
864	0	965	
865	0	901	
866	0	845	
867	0	795	
868	0	749	
869	0	721	
870	0	700	
871	0	686	
872	0	671	
873	0	658	
874	0	647	
875	0	632	
876	0	620	
877	0	608	
878	0	606	
879	0	620	
880	0	671	
881	0	739	
882	0	825	
883	0	882	
884	0	924	
885	0	970	
886	0	1009	
887	0	1046	
888	0	1091	
889	0	1150	
890	0	1208	
891	0	1270	
892	0	1328	
893	0	1369	
894	0	1416	
895	0	1498	
896	0	1607	
897	0	1738	
898	0	1865	
899	94	1999	
900	256	2065	
901	409	2151	
902	545	2226	
903	670	2297	
904	771	2354	
905	877	2422	
906	995	2488	
907	1133	2568	
908	1284	2646	
909	1433	2718	
910	1539	2776	
911	1606	2816	
912	1713	2872	
913	1868	2940	
914	2052	3025	
915	2218	3093	
916	2337	3136	
917	2481	3198	
918	2576	3233	
919	2643	3262	
920	2694	3286	
921	2732	3300	
922	2760	3315	
923	2784	3328	
924	2808	3340	
925	2840	3358	
926	2874	3368	
927	2891	3376	
928	2889	3379	
929	2860	3368	
930	2708	3312	
931	2576	3240	
932	2372	3160	
933	2196	3102	
934	2076	3064	
935	1929	3010	
936	1781	2976	
937	1641	2932	
938	1494	2894	
939	1308	2839	
940	1108	2770	
941	926	2714	
942	740	2652	
943	597	2615	
944	457	2563	
945	255	2484	
946	35	2371	
947	0	2239	
948	0	2114	
949	0	1993	
950	0	1912	
951	0	1824	
952	0	1753	
953	0	1681	
954	0	1624	
955	0	1561	
956	0	1496	
957	0	1416	
958	0	1338	
959	0	1260	
960	0	1207	
961	0	1167	
962	0	1112	
963	0	1042	
964	0	963	
965	0	900	
966	0	844	
967	0	785	
968	0	747	
969	0	720	
970	0	699	
971	0	687	
972	0	675	
973	0	659	
974	0	651	
975	0	631	
976	0	623	
977	0	611	
978	0	603	
979	0	620	
980	0	672	
981	0	745	
982	0	824	
983	0	883	
984	0	926	
985	0	972	
986	0	1014	
987	0	1051	
988	0	1094	
989	0	1154	
990	0	1212	
991	0	1270	
992	0	1329	
993	0	1369	
994	0	1420	
995	0	1500	
996	0	1620	
997	0	1750	
998	0	1873	
999	99	1992	
1000	260	2070	
1001	419	2158	
1002	554	2228	
1003	680	2306	
1004	780	2360	
1005	886	2423	
1006	1001	2488	
1007	1135	2561	
1008	1283	2642	
1009	1439	2725	
1010	1550	2785	
1011	1619	2822	
1012	1722	2876	
1013	1875	2942	
1014	2060	3026	
1015	2215	3089	
1016	2345	3140	
1017	2484	3198	
1018	2584	3240	
1019	2655	3271	
1020	2700	3288	
1021	2736	3300	
1022	2764	3308	
1023	2791	3329	
1024	2812	3343	
1025	2840	3351	
1026	2872	3367	
1027	2892	3379	
1028	2890	3378	
1029	2864	3366	
1030	2744	3315	
1031	2574	3250	
1032	2358	3158	
1033	2190	3103	
1034	2062	3054	
1035	1920	3013	
1036	1775	2969	
1037	1636	2933	
1038	1476	2883	
1039	1294	2825	
1040	1102	2767	
1041	922	2713	
1042	745	2658	
1043	593	2612	
1044	448	2560	
1045	241	2479	
1046	24	2362	
1047	0	2230	
1048	0	2105	
1049	0	1991	
1050	0	1917	
1051	0	1826	
1052	0	1753	
1053	0	1680	
1054	0	1624	
1055	0	1560	
1056	0	1495	
1057	0	1420	
1058	0	1340	
1059	0	1266	
1060	0	1212	
1061	0	1168	
1062	0	1116	
1063	0	1042	
1064	0	960	
1065	0	896	
1066	0	843	
1067	0	788	
1068	0	748	
1069	0	722	
1070	0	702	
1071	0	690	
1072	0	672	
1073	0	664	
1074	0	648	
1075	0	634	
1076	0	618	
1077	0	609	
1078	0	608	
1079	0	627	
